produk_id,sku,nama_produk,kategori,harga,stok,supplier,aktif
1013,SKU01013,Produk Simulasi 1013,Minuman,143781,221,Mitra Dagang,Y
1014,SKU01014,Produk Simulasi 1014,Kesehatan,143918,238,Global Retail,N
1015,SKU01015,Produk Simulasi 1015,Hobi,144055,255,Nusantara Supply,Y
1016,SKU01016,Produk Simulasi 1016,Elektronik,144192,272,Cipta Grosir,Y
1017,SKU01017,Produk Simulasi 1017,Rumah Tangga,144329,289,Sinar Distribusi,Y
1018,SKU01018,Produk Simulasi 1018,Fashion,144466,306,Mitra Dagang,Y
1019,SKU01019,Produk Simulasi 1019,ATK,144603,323,Global Retail,Y
1020,SKU01020,Produk Simulasi 1020,Makanan,144740,340,Nusantara Supply,Y
1021,SKU01021,Produk Simulasi 1021,Minuman,144877,357,Cipta Grosir,Y
1022,SKU01022,Produk Simulasi 1022,Kesehatan,145014,374,Sinar Distribusi,Y
1023,SKU01023,Produk Simulasi 1023,Hobi,145151,391,Mitra Dagang,Y
1024,SKU01024,Produk Simulasi 1024,Elektronik,145288,408,Global Retail,Y
1025,SKU01025,Produk Simulasi 1025,Rumah Tangga,145425,425,Nusantara Supply,Y
1026,SKU01026,Produk Simulasi 1026,Fashion,145562,442,Cipta Grosir,Y
1027,SKU01027,Produk Simulasi 1027,ATK,145699,459,Sinar Distribusi,N
1028,SKU01028,Produk Simulasi 1028,Makanan,145836,476,Mitra Dagang,Y
1029,SKU01029,Produk Simulasi 1029,Minuman,145973,493,Global Retail,Y
1030,SKU01030,Produk Simulasi 1030,Kesehatan,146110,10,Nusantara Supply,Y
1031,SKU01031,Produk Simulasi 1031,Hobi,146247,27,Cipta Grosir,Y
1032,SKU01032,Produk Simulasi 1032,Elektronik,146384,44,Sinar Distribusi,Y
1033,SKU01033,Produk Simulasi 1033,Rumah Tangga,146521,61,Mitra Dagang,Y
1034,SKU01034,Produk Simulasi 1034,Fashion,146658,78,Global Retail,Y
1035,SKU01035,Produk Simulasi 1035,ATK,146795,95,Nusantara Supply,Y
1036,SKU01036,Produk Simulasi 1036,Makanan,146932,112,Cipta Grosir,Y
1037,SKU01037,Produk Simulasi 1037,Minuman,147069,129,Sinar Distribusi,Y
1038,SKU01038,Produk Simulasi 1038,Kesehatan,147206,146,Mitra Dagang,Y
1039,SKU01039,Produk Simulasi 1039,Hobi,147343,163,Global Retail,Y
1040,SKU01040,Produk Simulasi 1040,Elektronik,147480,180,Nusantara Supply,N
1041,SKU01041,Produk Simulasi 1041,Rumah Tangga,147617,197,Cipta Grosir,Y
1042,SKU01042,Produk Simulasi 1042,Fashion,147754,214,Sinar Distribusi,Y
1043,SKU01043,Produk Simulasi 1043,ATK,147891,231,Mitra Dagang,Y
1044,SKU01044,Produk Simulasi 1044,Makanan,148028,248,Global Retail,Y
1045,SKU01045,Produk Simulasi 1045,Minuman,148165,265,Nusantara Supply,Y
1046,SKU01046,Produk Simulasi 1046,Kesehatan,148302,282,Cipta Grosir,Y
1047,SKU01047,Produk Simulasi 1047,Hobi,148439,299,Sinar Distribusi,Y
1048,SKU01048,Produk Simulasi 1048,Elektronik,148576,316,Mitra Dagang,Y
1049,SKU01049,Produk Simulasi 1049,Rumah Tangga,148713,333,Global Retail,Y
1050,SKU01050,Produk Simulasi 1050,Fashion,148850,350,Nusantara Supply,Y
1051,SKU01051,Produk Simulasi 1051,ATK,148987,367,Cipta Grosir,Y
1052,SKU01052,Produk Simulasi 1052,Makanan,149124,384,Sinar Distribusi,Y
1053,SKU01053,Produk Simulasi 1053,Minuman,149261,401,Mitra Dagang,N
1054,SKU01054,Produk Simulasi 1054,Kesehatan,149398,418,Global Retail,Y
1055,SKU01055,Produk Simulasi 1055,Hobi,149535,435,Nusantara Supply,Y
1056,SKU01056,Produk Simulasi 1056,Elektronik,149672,452,Cipta Grosir,Y
1057,SKU01057,Produk Simulasi 1057,Rumah Tangga,149809,469,Sinar Distribusi,Y
1058,SKU01058,Produk Simulasi 1058,Fashion,149946,486,Mitra Dagang,Y
1059,SKU01059,Produk Simulasi 1059,ATK,150083,3,Global Retail,Y
1060,SKU01060,Produk Simulasi 1060,Makanan,150220,20,Nusantara Supply,Y
1061,SKU01061,Produk Simulasi 1061,Minuman,150357,37,Cipta Grosir,Y
1062,SKU01062,Produk Simulasi 1062,Kesehatan,150494,54,Sinar Distribusi,Y
1063,SKU01063,Produk Simulasi 1063,Hobi,150631,71,Mitra Dagang,Y
1064,SKU01064,Produk Simulasi 1064,Elektronik,150768,88,Global Retail,Y
1065,SKU01065,Produk Simulasi 1065,Rumah Tangga,150905,105,Nusantara Supply,Y
1066,SKU01066,Produk Simulasi 1066,Fashion,151042,122,Cipta Grosir,N
1067,SKU01067,Produk Simulasi 1067,ATK,151179,139,Sinar Distribusi,Y
1068,SKU01068,Produk Simulasi 1068,Makanan,151316,156,Mitra Dagang,Y
1069,SKU01069,Produk Simulasi 1069,Minuman,151453,173,Global Retail,Y
1070,SKU01070,Produk Simulasi 1070,Kesehatan,151590,190,Nusantara Supply,Y
1071,SKU01071,Produk Simulasi 1071,Hobi,151727,207,Cipta Grosir,Y
1072,SKU01072,Produk Simulasi 1072,Elektronik,151864,224,Sinar Distribusi,Y
1073,SKU01073,Produk Simulasi 1073,Rumah Tangga,152001,241,Mitra Dagang,Y
1074,SKU01074,Produk Simulasi 1074,Fashion,152138,258,Global Retail,Y
1075,SKU01075,Produk Simulasi 1075,ATK,152275,275,Nusantara Supply,Y
1076,SKU01076,Produk Simulasi 1076,Makanan,152412,292,Cipta Grosir,Y
1077,SKU01077,Produk Simulasi 1077,Minuman,152549,309,Sinar Distribusi,Y
1078,SKU01078,Produk Simulasi 1078,Kesehatan,152686,326,Mitra Dagang,Y
1079,SKU01079,Produk Simulasi 1079,Hobi,152823,343,Global Retail,N
1080,SKU01080,Produk Simulasi 1080,Elektronik,152960,360,Nusantara Supply,Y
1081,SKU01081,Produk Simulasi 1081,Rumah Tangga,153097,377,Cipta Grosir,Y
1082,SKU01082,Produk Simulasi 1082,Fashion,153234,394,Sinar Distribusi,Y
1083,SKU01083,Produk Simulasi 1083,ATK,153371,411,Mitra Dagang,Y
1084,SKU01084,Produk Simulasi 1084,Makanan,153508,428,Global Retail,Y
1085,SKU01085,Produk Simulasi 1085,Minuman,153645,445,Nusantara Supply,Y
1086,SKU01086,Produk Simulasi 1086,Kesehatan,153782,462,Cipta Grosir,Y
1087,SKU01087,Produk Simulasi 1087,Hobi,153919,479,Sinar Distribusi,Y
1088,SKU01088,Produk Simulasi 1088,Elektronik,154056,496,Mitra Dagang,Y
1089,SKU01089,Produk Simulasi 1089,Rumah Tangga,154193,13,Global Retail,Y
1090,SKU01090,Produk Simulasi 1090,Fashion,154330,30,Nusantara Supply,Y
1091,SKU01091,Produk Simulasi 1091,ATK,154467,47,Cipta Grosir,Y
1092,SKU01092,Produk Simulasi 1092,Makanan,154604,64,Sinar Distribusi,N
1093,SKU01093,Produk Simulasi 1093,Minuman,154741,81,Mitra Dagang,Y
1094,SKU01094,Produk Simulasi 1094,Kesehatan,154878,98,Global Retail,Y
1095,SKU01095,Produk Simulasi 1095,Hobi,155015,115,Nusantara Supply,Y
1096,SKU01096,Produk Simulasi 1096,Elektronik,155152,132,Cipta Grosir,Y
1097,SKU01097,Produk Simulasi 1097,Rumah Tangga,155289,149,Sinar Distribusi,Y
1098,SKU01098,Produk Simulasi 1098,Fashion,155426,166,Mitra Dagang,Y
1099,SKU01099,Produk Simulasi 1099,ATK,155563,183,Global Retail,Y
1100,SKU01100,Produk Simulasi 1100,Makanan,155700,200,Nusantara Supply,Y
1101,SKU01101,Produk Simulasi 1101,Minuman,155837,217,Cipta Grosir,Y
1102,SKU01102,Produk Simulasi 1102,Kesehatan,155974,234,Sinar Distribusi,Y
1103,SKU01103,Produk Simulasi 1103,Hobi,156111,251,Mitra Dagang,Y
1104,SKU01104,Produk Simulasi 1104,Elektronik,156248,268,Global Retail,Y
1105,SKU01105,Produk Simulasi 1105,Rumah Tangga,156385,285,Nusantara Supply,N
1106,SKU01106,Produk Simulasi 1106,Fashion,156522,302,Cipta Grosir,Y
1107,SKU01107,Produk Simulasi 1107,ATK,156659,319,Sinar Distribusi,Y
1108,SKU01108,Produk Simulasi 1108,Makanan,156796,336,Mitra Dagang,Y
1109,SKU01109,Produk Simulasi 1109,Minuman,156933,353,Global Retail,Y
1110,SKU01110,Produk Simulasi 1110,Kesehatan,157070,370,Nusantara Supply,Y
1111,SKU01111,Produk Simulasi 1111,Hobi,157207,387,Cipta Grosir,Y
1112,SKU01112,Produk Simulasi 1112,Elektronik,157344,404,Sinar Distribusi,Y
1113,SKU01113,Produk Simulasi 1113,Rumah Tangga,157481,421,Mitra Dagang,Y
1114,SKU01114,Produk Simulasi 1114,Fashion,157618,438,Global Retail,Y
1115,SKU01115,Produk Simulasi 1115,ATK,157755,455,Nusantara Supply,Y
1116,SKU01116,Produk Simulasi 1116,Makanan,157892,472,Cipta Grosir,Y
1117,SKU01117,Produk Simulasi 1117,Minuman,158029,489,Sinar Distribusi,Y
1118,SKU01118,Produk Simulasi 1118,Kesehatan,158166,6,Mitra Dagang,N
1119,SKU01119,Produk Simulasi 1119,Hobi,158303,23,Global Retail,Y
1120,SKU01120,Produk Simulasi 1120,Elektronik,158440,40,Nusantara Supply,Y
1121,SKU01121,Produk Simulasi 1121,Rumah Tangga,158577,57,Cipta Grosir,Y
1122,SKU01122,Produk Simulasi 1122,Fashion,158714,74,Sinar Distribusi,Y
1123,SKU01123,Produk Simulasi 1123,ATK,158851,91,Mitra Dagang,Y
1124,SKU01124,Produk Simulasi 1124,Makanan,158988,108,Global Retail,Y
1125,SKU01125,Produk Simulasi 1125,Minuman,159125,125,Nusantara Supply,Y
1126,SKU01126,Produk Simulasi 1126,Kesehatan,159262,142,Cipta Grosir,Y
1127,SKU01127,Produk Simulasi 1127,Hobi,159399,159,Sinar Distribusi,Y
1128,SKU01128,Produk Simulasi 1128,Elektronik,159536,176,Mitra Dagang,Y
1129,SKU01129,Produk Simulasi 1129,Rumah Tangga,159673,193,Global Retail,Y
1130,SKU01130,Produk Simulasi 1130,Fashion,159810,210,Nusantara Supply,Y
1131,SKU01131,Produk Simulasi 1131,ATK,159947,227,Cipta Grosir,N
1132,SKU01132,Produk Simulasi 1132,Makanan,160084,244,Sinar Distribusi,Y
1133,SKU01133,Produk Simulasi 1133,Minuman,160221,261,Mitra Dagang,Y
1134,SKU01134,Produk Simulasi 1134,Kesehatan,160358,278,Global Retail,Y
1135,SKU01135,Produk Simulasi 1135,Hobi,160495,295,Nusantara Supply,Y
1136,SKU01136,Produk Simulasi 1136,Elektronik,160632,312,Cipta Grosir,Y
1137,SKU01137,Produk Simulasi 1137,Rumah Tangga,160769,329,Sinar Distribusi,Y
1138,SKU01138,Produk Simulasi 1138,Fashion,160906,346,Mitra Dagang,Y
1139,SKU01139,Produk Simulasi 1139,ATK,161043,363,Global Retail,Y
1140,SKU01140,Produk Simulasi 1140,Makanan,161180,380,Nusantara Supply,Y
1141,SKU01141,Produk Simulasi 1141,Minuman,161317,397,Cipta Grosir,Y
1142,SKU01142,Produk Simulasi 1142,Kesehatan,161454,414,Sinar Distribusi,Y
1143,SKU01143,Produk Simulasi 1143,Hobi,161591,431,Mitra Dagang,Y
1144,SKU01144,Produk Simulasi 1144,Elektronik,161728,448,Global Retail,N
1145,SKU01145,Produk Simulasi 1145,Rumah Tangga,161865,465,Nusantara Supply,Y
1146,SKU01146,Produk Simulasi 1146,Fashion,162002,482,Cipta Grosir,Y
1147,SKU01147,Produk Simulasi 1147,ATK,162139,499,Sinar Distribusi,Y
1148,SKU01148,Produk Simulasi 1148,Makanan,162276,16,Mitra Dagang,Y
1149,SKU01149,Produk Simulasi 1149,Minuman,162413,33,Global Retail,Y
1150,SKU01150,Produk Simulasi 1150,Kesehatan,162550,50,Nusantara Supply,Y
1151,SKU01151,Produk Simulasi 1151,Hobi,162687,67,Cipta Grosir,Y
1152,SKU01152,Produk Simulasi 1152,Elektronik,162824,84,Sinar Distribusi,Y
1153,SKU01153,Produk Simulasi 1153,Rumah Tangga,162961,101,Mitra Dagang,Y
1154,SKU01154,Produk Simulasi 1154,Fashion,163098,118,Global Retail,Y
1155,SKU01155,Produk Simulasi 1155,ATK,163235,135,Nusantara Supply,Y
1156,SKU01156,Produk Simulasi 1156,Makanan,163372,152,Cipta Grosir,Y
1157,SKU01157,Produk Simulasi 1157,Minuman,163509,169,Sinar Distribusi,N
1158,SKU01158,Produk Simulasi 1158,Kesehatan,163646,186,Mitra Dagang,Y
1159,SKU01159,Produk Simulasi 1159,Hobi,163783,203,Global Retail,Y
1160,SKU01160,Produk Simulasi 1160,Elektronik,163920,220,Nusantara Supply,Y
1161,SKU01161,Produk Simulasi 1161,Rumah Tangga,164057,237,Cipta Grosir,Y
1162,SKU01162,Produk Simulasi 1162,Fashion,164194,254,Sinar Distribusi,Y
1163,SKU01163,Produk Simulasi 1163,ATK,164331,271,Mitra Dagang,Y
1164,SKU01164,Produk Simulasi 1164,Makanan,164468,288,Global Retail,Y
1165,SKU01165,Produk Simulasi 1165,Minuman,164605,305,Nusantara Supply,Y
1166,SKU01166,Produk Simulasi 1166,Kesehatan,164742,322,Cipta Grosir,Y
1167,SKU01167,Produk Simulasi 1167,Hobi,164879,339,Sinar Distribusi,Y
1168,SKU01168,Produk Simulasi 1168,Elektronik,165016,356,Mitra Dagang,Y
1169,SKU01169,Produk Simulasi 1169,Rumah Tangga,165153,373,Global Retail,Y
1170,SKU01170,Produk Simulasi 1170,Fashion,165290,390,Nusantara Supply,N
1171,SKU01171,Produk Simulasi 1171,ATK,165427,407,Cipta Grosir,Y
1172,SKU01172,Produk Simulasi 1172,Makanan,165564,424,Sinar Distribusi,Y
1173,SKU01173,Produk Simulasi 1173,Minuman,165701,441,Mitra Dagang,Y
1174,SKU01174,Produk Simulasi 1174,Kesehatan,165838,458,Global Retail,Y
1175,SKU01175,Produk Simulasi 1175,Hobi,165975,475,Nusantara Supply,Y
1176,SKU01176,Produk Simulasi 1176,Elektronik,166112,492,Cipta Grosir,Y
1177,SKU01177,Produk Simulasi 1177,Rumah Tangga,166249,9,Sinar Distribusi,Y
1178,SKU01178,Produk Simulasi 1178,Fashion,166386,26,Mitra Dagang,Y
1179,SKU01179,Produk Simulasi 1179,ATK,166523,43,Global Retail,Y
1180,SKU01180,Produk Simulasi 1180,Makanan,166660,60,Nusantara Supply,Y
1181,SKU01181,Produk Simulasi 1181,Minuman,166797,77,Cipta Grosir,Y
1182,SKU01182,Produk Simulasi 1182,Kesehatan,166934,94,Sinar Distribusi,Y
1183,SKU01183,Produk Simulasi 1183,Hobi,167071,111,Mitra Dagang,N
1184,SKU01184,Produk Simulasi 1184,Elektronik,167208,128,Global Retail,Y
1185,SKU01185,Produk Simulasi 1185,Rumah Tangga,167345,145,Nusantara Supply,Y
1186,SKU01186,Produk Simulasi 1186,Fashion,167482,162,Cipta Grosir,Y
1187,SKU01187,Produk Simulasi 1187,ATK,167619,179,Sinar Distribusi,Y
1188,SKU01188,Produk Simulasi 1188,Makanan,167756,196,Mitra Dagang,Y
1189,SKU01189,Produk Simulasi 1189,Minuman,167893,213,Global Retail,Y
1190,SKU01190,Produk Simulasi 1190,Kesehatan,168030,230,Nusantara Supply,Y
1191,SKU01191,Produk Simulasi 1191,Hobi,168167,247,Cipta Grosir,Y
1192,SKU01192,Produk Simulasi 1192,Elektronik,168304,264,Sinar Distribusi,Y
1193,SKU01193,Produk Simulasi 1193,Rumah Tangga,168441,281,Mitra Dagang,Y
1194,SKU01194,Produk Simulasi 1194,Fashion,168578,298,Global Retail,Y
1195,SKU01195,Produk Simulasi 1195,ATK,168715,315,Nusantara Supply,Y
1196,SKU01196,Produk Simulasi 1196,Makanan,168852,332,Cipta Grosir,N
1197,SKU01197,Produk Simulasi 1197,Minuman,168989,349,Sinar Distribusi,Y
1198,SKU01198,Produk Simulasi 1198,Kesehatan,169126,366,Mitra Dagang,Y
1199,SKU01199,Produk Simulasi 1199,Hobi,169263,383,Global Retail,Y
1200,SKU01200,Produk Simulasi 1200,Elektronik,169400,400,Nusantara Supply,Y
1201,SKU01201,Produk Simulasi 1201,Rumah Tangga,169537,417,Cipta Grosir,Y
1202,SKU01202,Produk Simulasi 1202,Fashion,169674,434,Sinar Distribusi,Y
1203,SKU01203,Produk Simulasi 1203,ATK,169811,451,Mitra Dagang,Y
1204,SKU01204,Produk Simulasi 1204,Makanan,169948,468,Global Retail,Y
1205,SKU01205,Produk Simulasi 1205,Minuman,170085,485,Nusantara Supply,Y
1206,SKU01206,Produk Simulasi 1206,Kesehatan,170222,2,Cipta Grosir,Y
1207,SKU01207,Produk Simulasi 1207,Hobi,170359,19,Sinar Distribusi,Y
1208,SKU01208,Produk Simulasi 1208,Elektronik,170496,36,Mitra Dagang,Y
1209,SKU01209,Produk Simulasi 1209,Rumah Tangga,170633,53,Global Retail,N
1210,SKU01210,Produk Simulasi 1210,Fashion,170770,70,Nusantara Supply,Y
1211,SKU01211,Produk Simulasi 1211,ATK,170907,87,Cipta Grosir,Y
1212,SKU01212,Produk Simulasi 1212,Makanan,171044,104,Sinar Distribusi,Y
1213,SKU01213,Produk Simulasi 1213,Minuman,171181,121,Mitra Dagang,Y
1214,SKU01214,Produk Simulasi 1214,Kesehatan,171318,138,Global Retail,Y
1215,SKU01215,Produk Simulasi 1215,Hobi,171455,155,Nusantara Supply,Y
1216,SKU01216,Produk Simulasi 1216,Elektronik,171592,172,Cipta Grosir,Y
1217,SKU01217,Produk Simulasi 1217,Rumah Tangga,171729,189,Sinar Distribusi,Y
1218,SKU01218,Produk Simulasi 1218,Fashion,171866,206,Mitra Dagang,Y
1219,SKU01219,Produk Simulasi 1219,ATK,172003,223,Global Retail,Y
1220,SKU01220,Produk Simulasi 1220,Makanan,172140,240,Nusantara Supply,Y
1221,SKU01221,Produk Simulasi 1221,Minuman,172277,257,Cipta Grosir,Y
1222,SKU01222,Produk Simulasi 1222,Kesehatan,172414,274,Sinar Distribusi,N
1223,SKU01223,Produk Simulasi 1223,Hobi,172551,291,Mitra Dagang,Y
1224,SKU01224,Produk Simulasi 1224,Elektronik,172688,308,Global Retail,Y
1225,SKU01225,Produk Simulasi 1225,Rumah Tangga,172825,325,Nusantara Supply,Y
1226,SKU01226,Produk Simulasi 1226,Fashion,172962,342,Cipta Grosir,Y
1227,SKU01227,Produk Simulasi 1227,ATK,173099,359,Sinar Distribusi,Y
1228,SKU01228,Produk Simulasi 1228,Makanan,173236,376,Mitra Dagang,Y
1229,SKU01229,Produk Simulasi 1229,Minuman,173373,393,Global Retail,Y
1230,SKU01230,Produk Simulasi 1230,Kesehatan,173510,410,Nusantara Supply,Y
1231,SKU01231,Produk Simulasi 1231,Hobi,173647,427,Cipta Grosir,Y
1232,SKU01232,Produk Simulasi 1232,Elektronik,173784,444,Sinar Distribusi,Y
1233,SKU01233,Produk Simulasi 1233,Rumah Tangga,173921,461,Mitra Dagang,Y
1234,SKU01234,Produk Simulasi 1234,Fashion,174058,478,Global Retail,Y
1235,SKU01235,Produk Simulasi 1235,ATK,174195,495,Nusantara Supply,N
1236,SKU01236,Produk Simulasi 1236,Makanan,174332,12,Cipta Grosir,Y
1237,SKU01237,Produk Simulasi 1237,Minuman,174469,29,Sinar Distribusi,Y
1238,SKU01238,Produk Simulasi 1238,Kesehatan,174606,46,Mitra Dagang,Y
1239,SKU01239,Produk Simulasi 1239,Hobi,174743,63,Global Retail,Y
1240,SKU01240,Produk Simulasi 1240,Elektronik,174880,80,Nusantara Supply,Y
1241,SKU01241,Produk Simulasi 1241,Rumah Tangga,175017,97,Cipta Grosir,Y
1242,SKU01242,Produk Simulasi 1242,Fashion,175154,114,Sinar Distribusi,Y
1243,SKU01243,Produk Simulasi 1243,ATK,175291,131,Mitra Dagang,Y
1244,SKU01244,Produk Simulasi 1244,Makanan,175428,148,Global Retail,Y
1245,SKU01245,Produk Simulasi 1245,Minuman,175565,165,Nusantara Supply,Y
1246,SKU01246,Produk Simulasi 1246,Kesehatan,175702,182,Cipta Grosir,Y
1247,SKU01247,Produk Simulasi 1247,Hobi,175839,199,Sinar Distribusi,Y
1248,SKU01248,Produk Simulasi 1248,Elektronik,175976,216,Mitra Dagang,N
1249,SKU01249,Produk Simulasi 1249,Rumah Tangga,176113,233,Global Retail,Y
1250,SKU01250,Produk Simulasi 1250,Fashion,176250,250,Nusantara Supply,Y
1251,SKU01251,Produk Simulasi 1251,ATK,176387,267,Cipta Grosir,Y
1252,SKU01252,Produk Simulasi 1252,Makanan,176524,284,Sinar Distribusi,Y
1253,SKU01253,Produk Simulasi 1253,Minuman,176661,301,Mitra Dagang,Y
1254,SKU01254,Produk Simulasi 1254,Kesehatan,176798,318,Global Retail,Y
1255,SKU01255,Produk Simulasi 1255,Hobi,176935,335,Nusantara Supply,Y
1256,SKU01256,Produk Simulasi 1256,Elektronik,177072,352,Cipta Grosir,Y
1257,SKU01257,Produk Simulasi 1257,Rumah Tangga,177209,369,Sinar Distribusi,Y
1258,SKU01258,Produk Simulasi 1258,Fashion,177346,386,Mitra Dagang,Y
1259,SKU01259,Produk Simulasi 1259,ATK,177483,403,Global Retail,Y
1260,SKU01260,Produk Simulasi 1260,Makanan,177620,420,Nusantara Supply,Y
1261,SKU01261,Produk Simulasi 1261,Minuman,177757,437,Cipta Grosir,N
1262,SKU01262,Produk Simulasi 1262,Kesehatan,177894,454,Sinar Distribusi,Y
1263,SKU01263,Produk Simulasi 1263,Hobi,178031,471,Mitra Dagang,Y
1264,SKU01264,Produk Simulasi 1264,Elektronik,178168,488,Global Retail,Y
1265,SKU01265,Produk Simulasi 1265,Rumah Tangga,178305,5,Nusantara Supply,Y
1266,SKU01266,Produk Simulasi 1266,Fashion,178442,22,Cipta Grosir,Y
1267,SKU01267,Produk Simulasi 1267,ATK,178579,39,Sinar Distribusi,Y
1268,SKU01268,Produk Simulasi 1268,Makanan,178716,56,Mitra Dagang,Y
1269,SKU01269,Produk Simulasi 1269,Minuman,178853,73,Global Retail,Y
1270,SKU01270,Produk Simulasi 1270,Kesehatan,178990,90,Nusantara Supply,Y
1271,SKU01271,Produk Simulasi 1271,Hobi,179127,107,Cipta Grosir,Y
1272,SKU01272,Produk Simulasi 1272,Elektronik,179264,124,Sinar Distribusi,Y
1273,SKU01273,Produk Simulasi 1273,Rumah Tangga,179401,141,Mitra Dagang,Y
1274,SKU01274,Produk Simulasi 1274,Fashion,179538,158,Global Retail,N
1275,SKU01275,Produk Simulasi 1275,ATK,179675,175,Nusantara Supply,Y
1276,SKU01276,Produk Simulasi 1276,Makanan,179812,192,Cipta Grosir,Y
1277,SKU01277,Produk Simulasi 1277,Minuman,179949,209,Sinar Distribusi,Y
1278,SKU01278,Produk Simulasi 1278,Kesehatan,180086,226,Mitra Dagang,Y
1279,SKU01279,Produk Simulasi 1279,Hobi,180223,243,Global Retail,Y
1280,SKU01280,Produk Simulasi 1280,Elektronik,180360,260,Nusantara Supply,Y
1281,SKU01281,Produk Simulasi 1281,Rumah Tangga,180497,277,Cipta Grosir,Y
1282,SKU01282,Produk Simulasi 1282,Fashion,180634,294,Sinar Distribusi,Y
1283,SKU01283,Produk Simulasi 1283,ATK,180771,311,Mitra Dagang,Y
1284,SKU01284,Produk Simulasi 1284,Makanan,180908,328,Global Retail,Y
1285,SKU01285,Produk Simulasi 1285,Minuman,181045,345,Nusantara Supply,Y
1286,SKU01286,Produk Simulasi 1286,Kesehatan,181182,362,Cipta Grosir,Y
1287,SKU01287,Produk Simulasi 1287,Hobi,181319,379,Sinar Distribusi,N
1288,SKU01288,Produk Simulasi 1288,Elektronik,181456,396,Mitra Dagang,Y
1289,SKU01289,Produk Simulasi 1289,Rumah Tangga,181593,413,Global Retail,Y
1290,SKU01290,Produk Simulasi 1290,Fashion,181730,430,Nusantara Supply,Y
1291,SKU01291,Produk Simulasi 1291,ATK,181867,447,Cipta Grosir,Y
1292,SKU01292,Produk Simulasi 1292,Makanan,182004,464,Sinar Distribusi,Y
1293,SKU01293,Produk Simulasi 1293,Minuman,182141,481,Mitra Dagang,Y
1294,SKU01294,Produk Simulasi 1294,Kesehatan,182278,498,Global Retail,Y
1295,SKU01295,Produk Simulasi 1295,Hobi,182415,15,Nusantara Supply,Y
1296,SKU01296,Produk Simulasi 1296,Elektronik,182552,32,Cipta Grosir,Y
1297,SKU01297,Produk Simulasi 1297,Rumah Tangga,182689,49,Sinar Distribusi,Y
1298,SKU01298,Produk Simulasi 1298,Fashion,182826,66,Mitra Dagang,Y
1299,SKU01299,Produk Simulasi 1299,ATK,182963,83,Global Retail,Y
1300,SKU01300,Produk Simulasi 1300,Makanan,183100,100,Nusantara Supply,N
1301,SKU01301,Produk Simulasi 1301,Minuman,183237,117,Cipta Grosir,Y
1302,SKU01302,Produk Simulasi 1302,Kesehatan,183374,134,Sinar Distribusi,Y
1303,SKU01303,Produk Simulasi 1303,Hobi,183511,151,Mitra Dagang,Y
1304,SKU01304,Produk Simulasi 1304,Elektronik,183648,168,Global Retail,Y
1305,SKU01305,Produk Simulasi 1305,Rumah Tangga,183785,185,Nusantara Supply,Y
1306,SKU01306,Produk Simulasi 1306,Fashion,183922,202,Cipta Grosir,Y
1307,SKU01307,Produk Simulasi 1307,ATK,184059,219,Sinar Distribusi,Y
1308,SKU01308,Produk Simulasi 1308,Makanan,184196,236,Mitra Dagang,Y
1309,SKU01309,Produk Simulasi 1309,Minuman,184333,253,Global Retail,Y
1310,SKU01310,Produk Simulasi 1310,Kesehatan,184470,270,Nusantara Supply,Y
1311,SKU01311,Produk Simulasi 1311,Hobi,184607,287,Cipta Grosir,Y
1312,SKU01312,Produk Simulasi 1312,Elektronik,184744,304,Sinar Distribusi,Y
1313,SKU01313,Produk Simulasi 1313,Rumah Tangga,184881,321,Mitra Dagang,N
1314,SKU01314,Produk Simulasi 1314,Fashion,185018,338,Global Retail,Y
1315,SKU01315,Produk Simulasi 1315,ATK,185155,355,Nusantara Supply,Y
1316,SKU01316,Produk Simulasi 1316,Makanan,185292,372,Cipta Grosir,Y
1317,SKU01317,Produk Simulasi 1317,Minuman,185429,389,Sinar Distribusi,Y
1318,SKU01318,Produk Simulasi 1318,Kesehatan,185566,406,Mitra Dagang,Y
1319,SKU01319,Produk Simulasi 1319,Hobi,185703,423,Global Retail,Y
1320,SKU01320,Produk Simulasi 1320,Elektronik,185840,440,Nusantara Supply,Y
1321,SKU01321,Produk Simulasi 1321,Rumah Tangga,185977,457,Cipta Grosir,Y
1322,SKU01322,Produk Simulasi 1322,Fashion,186114,474,Sinar Distribusi,Y
1323,SKU01323,Produk Simulasi 1323,ATK,186251,491,Mitra Dagang,Y
1324,SKU01324,Produk Simulasi 1324,Makanan,186388,8,Global Retail,Y
1325,SKU01325,Produk Simulasi 1325,Minuman,186525,25,Nusantara Supply,Y
1326,SKU01326,Produk Simulasi 1326,Kesehatan,186662,42,Cipta Grosir,N
1327,SKU01327,Produk Simulasi 1327,Hobi,186799,59,Sinar Distribusi,Y
1328,SKU01328,Produk Simulasi 1328,Elektronik,186936,76,Mitra Dagang,Y
1329,SKU01329,Produk Simulasi 1329,Rumah Tangga,187073,93,Global Retail,Y
1330,SKU01330,Produk Simulasi 1330,Fashion,187210,110,Nusantara Supply,Y
1331,SKU01331,Produk Simulasi 1331,ATK,187347,127,Cipta Grosir,Y
1332,SKU01332,Produk Simulasi 1332,Makanan,187484,144,Sinar Distribusi,Y
1333,SKU01333,Produk Simulasi 1333,Minuman,187621,161,Mitra Dagang,Y
1334,SKU01334,Produk Simulasi 1334,Kesehatan,187758,178,Global Retail,Y
