pelanggan_id,nama,kota,level,tanggal_daftar,email_opt_in
1301,Pelanggan 1301,Bandung,Silver,2025-07-25,Y
1302,Pelanggan 1302,Surabaya,Gold,2025-07-26,Y
1303,Pelanggan 1303,Medan,Platinum,2025-07-27,Y
1304,Pelanggan 1304,Makassar,Bronze,2025-07-28,N
1305,Pelanggan 1305,Semarang,Silver,2025-07-29,Y
1306,Pelanggan 1306,Yogyakarta,Gold,2025-07-30,Y
1307,Pelanggan 1307,Denpasar,Platinum,2025-07-31,Y
1308,Pelanggan 1308,Palembang,Bronze,2025-08-01,N
1309,Pelanggan 1309,Balikpapan,Silver,2025-08-02,Y
1310,Pelanggan 1310,Jakarta,Gold,2025-08-03,Y
1311,Pelanggan 1311,Bandung,Platinum,2025-08-04,Y
1312,Pelanggan 1312,Surabaya,Bronze,2025-08-05,N
1313,Pelanggan 1313,Medan,Silver,2025-08-06,Y
1314,Pelanggan 1314,Makassar,Gold,2025-08-07,Y
1315,Pelanggan 1315,Semarang,Platinum,2025-08-08,Y
1316,Pelanggan 1316,Yogyakarta,Bronze,2025-08-09,N
1317,Pelanggan 1317,Denpasar,Silver,2025-08-10,Y
1318,Pelanggan 1318,Palembang,Gold,2025-08-11,Y
1319,Pelanggan 1319,Balikpapan,Platinum,2025-08-12,Y
1320,Pelanggan 1320,Jakarta,Bronze,2025-08-13,N
1321,Pelanggan 1321,Bandung,Silver,2025-08-14,Y
1322,Pelanggan 1322,Surabaya,Gold,2025-08-15,Y
1323,Pelanggan 1323,Medan,Platinum,2025-08-16,Y
1324,Pelanggan 1324,Makassar,Bronze,2025-08-17,N
1325,Pelanggan 1325,Semarang,Silver,2025-08-18,Y
1326,Pelanggan 1326,Yogyakarta,Gold,2025-08-19,Y
1327,Pelanggan 1327,Denpasar,Platinum,2025-08-20,Y
1328,Pelanggan 1328,Palembang,Bronze,2025-08-21,N
1329,Pelanggan 1329,Balikpapan,Silver,2025-08-22,Y
1330,Pelanggan 1330,Jakarta,Gold,2025-08-23,Y
1331,Pelanggan 1331,Bandung,Platinum,2025-08-24,Y
1332,Pelanggan 1332,Surabaya,Bronze,2025-08-25,N
1333,Pelanggan 1333,Medan,Silver,2025-08-26,Y
1334,Pelanggan 1334,Makassar,Gold,2025-08-27,Y
1335,Pelanggan 1335,Semarang,Platinum,2025-08-28,Y
1336,Pelanggan 1336,Yogyakarta,Bronze,2025-08-29,N
1337,Pelanggan 1337,Denpasar,Silver,2025-08-30,Y
1338,Pelanggan 1338,Palembang,Gold,2025-08-31,Y
1339,Pelanggan 1339,Balikpapan,Platinum,2025-09-01,Y
1340,Pelanggan 1340,Jakarta,Bronze,2025-09-02,N
1341,Pelanggan 1341,Bandung,Silver,2025-09-03,Y
1342,Pelanggan 1342,Surabaya,Gold,2025-09-04,Y
1343,Pelanggan 1343,Medan,Platinum,2025-09-05,Y
1344,Pelanggan 1344,Makassar,Bronze,2025-09-06,N
1345,Pelanggan 1345,Semarang,Silver,2025-09-07,Y
1346,Pelanggan 1346,Yogyakarta,Gold,2025-09-08,Y
1347,Pelanggan 1347,Denpasar,Platinum,2025-09-09,Y
1348,Pelanggan 1348,Palembang,Bronze,2025-09-10,N
1349,Pelanggan 1349,Balikpapan,Silver,2025-09-11,Y
1350,Pelanggan 1350,Jakarta,Gold,2025-09-12,Y
1351,Pelanggan 1351,Bandung,Platinum,2025-09-13,Y
1352,Pelanggan 1352,Surabaya,Bronze,2025-09-14,N
1353,Pelanggan 1353,Medan,Silver,2025-09-15,Y
1354,Pelanggan 1354,Makassar,Gold,2025-09-16,Y
1355,Pelanggan 1355,Semarang,Platinum,2025-09-17,Y
1356,Pelanggan 1356,Yogyakarta,Bronze,2025-09-18,N
1357,Pelanggan 1357,Denpasar,Silver,2025-09-19,Y
1358,Pelanggan 1358,Palembang,Gold,2025-09-20,Y
1359,Pelanggan 1359,Balikpapan,Platinum,2025-09-21,Y
1360,Pelanggan 1360,Jakarta,Bronze,2025-09-22,N
1361,Pelanggan 1361,Bandung,Silver,2025-09-23,Y
1362,Pelanggan 1362,Surabaya,Gold,2025-09-24,Y
1363,Pelanggan 1363,Medan,Platinum,2025-09-25,Y
1364,Pelanggan 1364,Makassar,Bronze,2025-09-26,N
1365,Pelanggan 1365,Semarang,Silver,2025-09-27,Y
1366,Pelanggan 1366,Yogyakarta,Gold,2025-09-28,Y
1367,Pelanggan 1367,Denpasar,Platinum,2025-09-29,Y
1368,Pelanggan 1368,Palembang,Bronze,2025-09-30,N
1369,Pelanggan 1369,Balikpapan,Silver,2025-10-01,Y
1370,Pelanggan 1370,Jakarta,Gold,2025-10-02,Y
1371,Pelanggan 1371,Bandung,Platinum,2025-10-03,Y
1372,Pelanggan 1372,Surabaya,Bronze,2025-10-04,N
1373,Pelanggan 1373,Medan,Silver,2025-10-05,Y
1374,Pelanggan 1374,Makassar,Gold,2025-10-06,Y
1375,Pelanggan 1375,Semarang,Platinum,2025-10-07,Y
1376,Pelanggan 1376,Yogyakarta,Bronze,2025-10-08,N
1377,Pelanggan 1377,Denpasar,Silver,2025-10-09,Y
1378,Pelanggan 1378,Palembang,Gold,2025-10-10,Y
1379,Pelanggan 1379,Balikpapan,Platinum,2025-10-11,Y
1380,Pelanggan 1380,Jakarta,Bronze,2025-10-12,N
1381,Pelanggan 1381,Bandung,Silver,2025-10-13,Y
1382,Pelanggan 1382,Surabaya,Gold,2025-10-14,Y
1383,Pelanggan 1383,Medan,Platinum,2025-10-15,Y
1384,Pelanggan 1384,Makassar,Bronze,2025-10-16,N
1385,Pelanggan 1385,Semarang,Silver,2025-10-17,Y
1386,Pelanggan 1386,Yogyakarta,Gold,2025-10-18,Y
1387,Pelanggan 1387,Denpasar,Platinum,2025-10-19,Y
1388,Pelanggan 1388,Palembang,Bronze,2025-10-20,N
1389,Pelanggan 1389,Balikpapan,Silver,2025-10-21,Y
1390,Pelanggan 1390,Jakarta,Gold,2025-10-22,Y
1391,Pelanggan 1391,Bandung,Platinum,2025-10-23,Y
1392,Pelanggan 1392,Surabaya,Bronze,2025-10-24,N
1393,Pelanggan 1393,Medan,Silver,2025-10-25,Y
1394,Pelanggan 1394,Makassar,Gold,2025-10-26,Y
1395,Pelanggan 1395,Semarang,Platinum,2025-10-27,Y
1396,Pelanggan 1396,Yogyakarta,Bronze,2025-10-28,N
1397,Pelanggan 1397,Denpasar,Silver,2025-10-29,Y
1398,Pelanggan 1398,Palembang,Gold,2025-10-30,Y
1399,Pelanggan 1399,Balikpapan,Platinum,2025-10-31,Y
1400,Pelanggan 1400,Jakarta,Bronze,2025-11-01,N
1401,Pelanggan 1401,Bandung,Silver,2025-11-02,Y
1402,Pelanggan 1402,Surabaya,Gold,2025-11-03,Y
1403,Pelanggan 1403,Medan,Platinum,2025-11-04,Y
1404,Pelanggan 1404,Makassar,Bronze,2025-11-05,N
1405,Pelanggan 1405,Semarang,Silver,2025-11-06,Y
1406,Pelanggan 1406,Yogyakarta,Gold,2025-11-07,Y
1407,Pelanggan 1407,Denpasar,Platinum,2025-11-08,Y
1408,Pelanggan 1408,Palembang,Bronze,2025-11-09,N
1409,Pelanggan 1409,Balikpapan,Silver,2025-11-10,Y
1410,Pelanggan 1410,Jakarta,Gold,2025-11-11,Y
1411,Pelanggan 1411,Bandung,Platinum,2025-11-12,Y
1412,Pelanggan 1412,Surabaya,Bronze,2025-11-13,N
1413,Pelanggan 1413,Medan,Silver,2025-11-14,Y
1414,Pelanggan 1414,Makassar,Gold,2025-11-15,Y
1415,Pelanggan 1415,Semarang,Platinum,2025-11-16,Y
1416,Pelanggan 1416,Yogyakarta,Bronze,2025-11-17,N
1417,Pelanggan 1417,Denpasar,Silver,2025-11-18,Y
1418,Pelanggan 1418,Palembang,Gold,2025-11-19,Y
1419,Pelanggan 1419,Balikpapan,Platinum,2025-11-20,Y
1420,Pelanggan 1420,Jakarta,Bronze,2025-11-21,N
1421,Pelanggan 1421,Bandung,Silver,2025-11-22,Y
1422,Pelanggan 1422,Surabaya,Gold,2025-11-23,Y
1423,Pelanggan 1423,Medan,Platinum,2025-11-24,Y
1424,Pelanggan 1424,Makassar,Bronze,2025-11-25,N
1425,Pelanggan 1425,Semarang,Silver,2025-11-26,Y
1426,Pelanggan 1426,Yogyakarta,Gold,2025-11-27,Y
1427,Pelanggan 1427,Denpasar,Platinum,2025-11-28,Y
1428,Pelanggan 1428,Palembang,Bronze,2025-11-29,N
1429,Pelanggan 1429,Balikpapan,Silver,2025-11-30,Y
1430,Pelanggan 1430,Jakarta,Gold,2025-12-01,Y
1431,Pelanggan 1431,Bandung,Platinum,2025-12-02,Y
1432,Pelanggan 1432,Surabaya,Bronze,2025-12-03,N
1433,Pelanggan 1433,Medan,Silver,2025-12-04,Y
1434,Pelanggan 1434,Makassar,Gold,2025-12-05,Y
1435,Pelanggan 1435,Semarang,Platinum,2025-12-06,Y
1436,Pelanggan 1436,Yogyakarta,Bronze,2025-12-07,N
1437,Pelanggan 1437,Denpasar,Silver,2025-12-08,Y
1438,Pelanggan 1438,Palembang,Gold,2025-12-09,Y
1439,Pelanggan 1439,Balikpapan,Platinum,2025-12-10,Y
1440,Pelanggan 1440,Jakarta,Bronze,2025-12-11,N
1441,Pelanggan 1441,Bandung,Silver,2025-12-12,Y
1442,Pelanggan 1442,Surabaya,Gold,2025-12-13,Y
1443,Pelanggan 1443,Medan,Platinum,2025-12-14,Y
1444,Pelanggan 1444,Makassar,Bronze,2025-12-15,N
1445,Pelanggan 1445,Semarang,Silver,2025-12-16,Y
1446,Pelanggan 1446,Yogyakarta,Gold,2025-12-17,Y
1447,Pelanggan 1447,Denpasar,Platinum,2025-12-18,Y
1448,Pelanggan 1448,Palembang,Bronze,2025-12-19,N
1449,Pelanggan 1449,Balikpapan,Silver,2025-12-20,Y
1450,Pelanggan 1450,Jakarta,Gold,2025-12-21,Y
1451,Pelanggan 1451,Bandung,Platinum,2025-12-22,Y
1452,Pelanggan 1452,Surabaya,Bronze,2025-12-23,N
1453,Pelanggan 1453,Medan,Silver,2025-12-24,Y
1454,Pelanggan 1454,Makassar,Gold,2025-12-25,Y
1455,Pelanggan 1455,Semarang,Platinum,2025-12-26,Y
1456,Pelanggan 1456,Yogyakarta,Bronze,2025-12-27,N
1457,Pelanggan 1457,Denpasar,Silver,2025-12-28,Y
1458,Pelanggan 1458,Palembang,Gold,2025-12-29,Y
1459,Pelanggan 1459,Balikpapan,Platinum,2025-12-30,Y
1460,Pelanggan 1460,Jakarta,Bronze,2024-01-01,N
1461,Pelanggan 1461,Bandung,Silver,2024-01-02,Y
1462,Pelanggan 1462,Surabaya,Gold,2024-01-03,Y
1463,Pelanggan 1463,Medan,Platinum,2024-01-04,Y
1464,Pelanggan 1464,Makassar,Bronze,2024-01-05,N
1465,Pelanggan 1465,Semarang,Silver,2024-01-06,Y
1466,Pelanggan 1466,Yogyakarta,Gold,2024-01-07,Y
1467,Pelanggan 1467,Denpasar,Platinum,2024-01-08,Y
1468,Pelanggan 1468,Palembang,Bronze,2024-01-09,N
1469,Pelanggan 1469,Balikpapan,Silver,2024-01-10,Y
1470,Pelanggan 1470,Jakarta,Gold,2024-01-11,Y
1471,Pelanggan 1471,Bandung,Platinum,2024-01-12,Y
1472,Pelanggan 1472,Surabaya,Bronze,2024-01-13,N
1473,Pelanggan 1473,Medan,Silver,2024-01-14,Y
1474,Pelanggan 1474,Makassar,Gold,2024-01-15,Y
1475,Pelanggan 1475,Semarang,Platinum,2024-01-16,Y
1476,Pelanggan 1476,Yogyakarta,Bronze,2024-01-17,N
1477,Pelanggan 1477,Denpasar,Silver,2024-01-18,Y
1478,Pelanggan 1478,Palembang,Gold,2024-01-19,Y
1479,Pelanggan 1479,Balikpapan,Platinum,2024-01-20,Y
1480,Pelanggan 1480,Jakarta,Bronze,2024-01-21,N
1481,Pelanggan 1481,Bandung,Silver,2024-01-22,Y
1482,Pelanggan 1482,Surabaya,Gold,2024-01-23,Y
1483,Pelanggan 1483,Medan,Platinum,2024-01-24,Y
1484,Pelanggan 1484,Makassar,Bronze,2024-01-25,N
1485,Pelanggan 1485,Semarang,Silver,2024-01-26,Y
1486,Pelanggan 1486,Yogyakarta,Gold,2024-01-27,Y
1487,Pelanggan 1487,Denpasar,Platinum,2024-01-28,Y
1488,Pelanggan 1488,Palembang,Bronze,2024-01-29,N
1489,Pelanggan 1489,Balikpapan,Silver,2024-01-30,Y
1490,Pelanggan 1490,Jakarta,Gold,2024-01-31,Y
1491,Pelanggan 1491,Bandung,Platinum,2024-02-01,Y
1492,Pelanggan 1492,Surabaya,Bronze,2024-02-02,N
1493,Pelanggan 1493,Medan,Silver,2024-02-03,Y
1494,Pelanggan 1494,Makassar,Gold,2024-02-04,Y
1495,Pelanggan 1495,Semarang,Platinum,2024-02-05,Y
1496,Pelanggan 1496,Yogyakarta,Bronze,2024-02-06,N
1497,Pelanggan 1497,Denpasar,Silver,2024-02-07,Y
1498,Pelanggan 1498,Palembang,Gold,2024-02-08,Y
1499,Pelanggan 1499,Balikpapan,Platinum,2024-02-09,Y
1500,Pelanggan 1500,Jakarta,Bronze,2024-02-10,N
1501,Pelanggan 1501,Bandung,Silver,2024-02-11,Y
1502,Pelanggan 1502,Surabaya,Gold,2024-02-12,Y
1503,Pelanggan 1503,Medan,Platinum,2024-02-13,Y
1504,Pelanggan 1504,Makassar,Bronze,2024-02-14,N
1505,Pelanggan 1505,Semarang,Silver,2024-02-15,Y
1506,Pelanggan 1506,Yogyakarta,Gold,2024-02-16,Y
1507,Pelanggan 1507,Denpasar,Platinum,2024-02-17,Y
1508,Pelanggan 1508,Palembang,Bronze,2024-02-18,N
1509,Pelanggan 1509,Balikpapan,Silver,2024-02-19,Y
1510,Pelanggan 1510,Jakarta,Gold,2024-02-20,Y
1511,Pelanggan 1511,Bandung,Platinum,2024-02-21,Y
1512,Pelanggan 1512,Surabaya,Bronze,2024-02-22,N
1513,Pelanggan 1513,Medan,Silver,2024-02-23,Y
1514,Pelanggan 1514,Makassar,Gold,2024-02-24,Y
1515,Pelanggan 1515,Semarang,Platinum,2024-02-25,Y
1516,Pelanggan 1516,Yogyakarta,Bronze,2024-02-26,N
1517,Pelanggan 1517,Denpasar,Silver,2024-02-27,Y
1518,Pelanggan 1518,Palembang,Gold,2024-02-28,Y
1519,Pelanggan 1519,Balikpapan,Platinum,2024-02-29,Y
1520,Pelanggan 1520,Jakarta,Bronze,2024-03-01,N
1521,Pelanggan 1521,Bandung,Silver,2024-03-02,Y
1522,Pelanggan 1522,Surabaya,Gold,2024-03-03,Y
1523,Pelanggan 1523,Medan,Platinum,2024-03-04,Y
1524,Pelanggan 1524,Makassar,Bronze,2024-03-05,N
1525,Pelanggan 1525,Semarang,Silver,2024-03-06,Y
1526,Pelanggan 1526,Yogyakarta,Gold,2024-03-07,Y
1527,Pelanggan 1527,Denpasar,Platinum,2024-03-08,Y
1528,Pelanggan 1528,Palembang,Bronze,2024-03-09,N
1529,Pelanggan 1529,Balikpapan,Silver,2024-03-10,Y
1530,Pelanggan 1530,Jakarta,Gold,2024-03-11,Y
1531,Pelanggan 1531,Bandung,Platinum,2024-03-12,Y
1532,Pelanggan 1532,Surabaya,Bronze,2024-03-13,N
1533,Pelanggan 1533,Medan,Silver,2024-03-14,Y
1534,Pelanggan 1534,Makassar,Gold,2024-03-15,Y
1535,Pelanggan 1535,Semarang,Platinum,2024-03-16,Y
1536,Pelanggan 1536,Yogyakarta,Bronze,2024-03-17,N
1537,Pelanggan 1537,Denpasar,Silver,2024-03-18,Y
1538,Pelanggan 1538,Palembang,Gold,2024-03-19,Y
1539,Pelanggan 1539,Balikpapan,Platinum,2024-03-20,Y
1540,Pelanggan 1540,Jakarta,Bronze,2024-03-21,N
1541,Pelanggan 1541,Bandung,Silver,2024-03-22,Y
1542,Pelanggan 1542,Surabaya,Gold,2024-03-23,Y
1543,Pelanggan 1543,Medan,Platinum,2024-03-24,Y
1544,Pelanggan 1544,Makassar,Bronze,2024-03-25,N
1545,Pelanggan 1545,Semarang,Silver,2024-03-26,Y
1546,Pelanggan 1546,Yogyakarta,Gold,2024-03-27,Y
1547,Pelanggan 1547,Denpasar,Platinum,2024-03-28,Y
1548,Pelanggan 1548,Palembang,Bronze,2024-03-29,N
1549,Pelanggan 1549,Balikpapan,Silver,2024-03-30,Y
1550,Pelanggan 1550,Jakarta,Gold,2024-03-31,Y
1551,Pelanggan 1551,Bandung,Platinum,2024-04-01,Y
1552,Pelanggan 1552,Surabaya,Bronze,2024-04-02,N
1553,Pelanggan 1553,Medan,Silver,2024-04-03,Y
1554,Pelanggan 1554,Makassar,Gold,2024-04-04,Y
1555,Pelanggan 1555,Semarang,Platinum,2024-04-05,Y
1556,Pelanggan 1556,Yogyakarta,Bronze,2024-04-06,N
1557,Pelanggan 1557,Denpasar,Silver,2024-04-07,Y
1558,Pelanggan 1558,Palembang,Gold,2024-04-08,Y
1559,Pelanggan 1559,Balikpapan,Platinum,2024-04-09,Y
1560,Pelanggan 1560,Jakarta,Bronze,2024-04-10,N
1561,Pelanggan 1561,Bandung,Silver,2024-04-11,Y
1562,Pelanggan 1562,Surabaya,Gold,2024-04-12,Y
1563,Pelanggan 1563,Medan,Platinum,2024-04-13,Y
1564,Pelanggan 1564,Makassar,Bronze,2024-04-14,N
1565,Pelanggan 1565,Semarang,Silver,2024-04-15,Y
1566,Pelanggan 1566,Yogyakarta,Gold,2024-04-16,Y
1567,Pelanggan 1567,Denpasar,Platinum,2024-04-17,Y
1568,Pelanggan 1568,Palembang,Bronze,2024-04-18,N
1569,Pelanggan 1569,Balikpapan,Silver,2024-04-19,Y
1570,Pelanggan 1570,Jakarta,Gold,2024-04-20,Y
1571,Pelanggan 1571,Bandung,Platinum,2024-04-21,Y
1572,Pelanggan 1572,Surabaya,Bronze,2024-04-22,N
1573,Pelanggan 1573,Medan,Silver,2024-04-23,Y
1574,Pelanggan 1574,Makassar,Gold,2024-04-24,Y
1575,Pelanggan 1575,Semarang,Platinum,2024-04-25,Y
1576,Pelanggan 1576,Yogyakarta,Bronze,2024-04-26,N
1577,Pelanggan 1577,Denpasar,Silver,2024-04-27,Y
1578,Pelanggan 1578,Palembang,Gold,2024-04-28,Y
1579,Pelanggan 1579,Balikpapan,Platinum,2024-04-29,Y
1580,Pelanggan 1580,Jakarta,Bronze,2024-04-30,N
1581,Pelanggan 1581,Bandung,Silver,2024-05-01,Y
1582,Pelanggan 1582,Surabaya,Gold,2024-05-02,Y
1583,Pelanggan 1583,Medan,Platinum,2024-05-03,Y
1584,Pelanggan 1584,Makassar,Bronze,2024-05-04,N
1585,Pelanggan 1585,Semarang,Silver,2024-05-05,Y
1586,Pelanggan 1586,Yogyakarta,Gold,2024-05-06,Y
1587,Pelanggan 1587,Denpasar,Platinum,2024-05-07,Y
1588,Pelanggan 1588,Palembang,Bronze,2024-05-08,N
1589,Pelanggan 1589,Balikpapan,Silver,2024-05-09,Y
1590,Pelanggan 1590,Jakarta,Gold,2024-05-10,Y
1591,Pelanggan 1591,Bandung,Platinum,2024-05-11,Y
1592,Pelanggan 1592,Surabaya,Bronze,2024-05-12,N
1593,Pelanggan 1593,Medan,Silver,2024-05-13,Y
1594,Pelanggan 1594,Makassar,Gold,2024-05-14,Y
1595,Pelanggan 1595,Semarang,Platinum,2024-05-15,Y
1596,Pelanggan 1596,Yogyakarta,Bronze,2024-05-16,N
1597,Pelanggan 1597,Denpasar,Silver,2024-05-17,Y
1598,Pelanggan 1598,Palembang,Gold,2024-05-18,Y
1599,Pelanggan 1599,Balikpapan,Platinum,2024-05-19,Y
1600,Pelanggan 1600,Jakarta,Bronze,2024-05-20,N
1601,Pelanggan 1601,Bandung,Silver,2024-05-21,Y
1602,Pelanggan 1602,Surabaya,Gold,2024-05-22,Y
1603,Pelanggan 1603,Medan,Platinum,2024-05-23,Y
1604,Pelanggan 1604,Makassar,Bronze,2024-05-24,N
1605,Pelanggan 1605,Semarang,Silver,2024-05-25,Y
1606,Pelanggan 1606,Yogyakarta,Gold,2024-05-26,Y
1607,Pelanggan 1607,Denpasar,Platinum,2024-05-27,Y
1608,Pelanggan 1608,Palembang,Bronze,2024-05-28,N
1609,Pelanggan 1609,Balikpapan,Silver,2024-05-29,Y
1610,Pelanggan 1610,Jakarta,Gold,2024-05-30,Y
1611,Pelanggan 1611,Bandung,Platinum,2024-05-31,Y
1612,Pelanggan 1612,Surabaya,Bronze,2024-06-01,N
1613,Pelanggan 1613,Medan,Silver,2024-06-02,Y
1614,Pelanggan 1614,Makassar,Gold,2024-06-03,Y
1615,Pelanggan 1615,Semarang,Platinum,2024-06-04,Y
1616,Pelanggan 1616,Yogyakarta,Bronze,2024-06-05,N
1617,Pelanggan 1617,Denpasar,Silver,2024-06-06,Y
1618,Pelanggan 1618,Palembang,Gold,2024-06-07,Y
1619,Pelanggan 1619,Balikpapan,Platinum,2024-06-08,Y
1620,Pelanggan 1620,Jakarta,Bronze,2024-06-09,N
1621,Pelanggan 1621,Bandung,Silver,2024-06-10,Y
1622,Pelanggan 1622,Surabaya,Gold,2024-06-11,Y
1623,Pelanggan 1623,Medan,Platinum,2024-06-12,Y
1624,Pelanggan 1624,Makassar,Bronze,2024-06-13,N
1625,Pelanggan 1625,Semarang,Silver,2024-06-14,Y
1626,Pelanggan 1626,Yogyakarta,Gold,2024-06-15,Y
1627,Pelanggan 1627,Denpasar,Platinum,2024-06-16,Y
1628,Pelanggan 1628,Palembang,Bronze,2024-06-17,N
1629,Pelanggan 1629,Balikpapan,Silver,2024-06-18,Y
1630,Pelanggan 1630,Jakarta,Gold,2024-06-19,Y
1631,Pelanggan 1631,Bandung,Platinum,2024-06-20,Y
1632,Pelanggan 1632,Surabaya,Bronze,2024-06-21,N
1633,Pelanggan 1633,Medan,Silver,2024-06-22,Y
1634,Pelanggan 1634,Makassar,Gold,2024-06-23,Y
1635,Pelanggan 1635,Semarang,Platinum,2024-06-24,Y
1636,Pelanggan 1636,Yogyakarta,Bronze,2024-06-25,N
1637,Pelanggan 1637,Denpasar,Silver,2024-06-26,Y
1638,Pelanggan 1638,Palembang,Gold,2024-06-27,Y
1639,Pelanggan 1639,Balikpapan,Platinum,2024-06-28,Y
1640,Pelanggan 1640,Jakarta,Bronze,2024-06-29,N
1641,Pelanggan 1641,Bandung,Silver,2024-06-30,Y
1642,Pelanggan 1642,Surabaya,Gold,2024-07-01,Y
1643,Pelanggan 1643,Medan,Platinum,2024-07-02,Y
1644,Pelanggan 1644,Makassar,Bronze,2024-07-03,N
1645,Pelanggan 1645,Semarang,Silver,2024-07-04,Y
1646,Pelanggan 1646,Yogyakarta,Gold,2024-07-05,Y
1647,Pelanggan 1647,Denpasar,Platinum,2024-07-06,Y
1648,Pelanggan 1648,Palembang,Bronze,2024-07-07,N
1649,Pelanggan 1649,Balikpapan,Silver,2024-07-08,Y
1650,Pelanggan 1650,Jakarta,Gold,2024-07-09,Y
1651,Pelanggan 1651,Bandung,Platinum,2024-07-10,Y
1652,Pelanggan 1652,Surabaya,Bronze,2024-07-11,N
1653,Pelanggan 1653,Medan,Silver,2024-07-12,Y
1654,Pelanggan 1654,Makassar,Gold,2024-07-13,Y
1655,Pelanggan 1655,Semarang,Platinum,2024-07-14,Y
1656,Pelanggan 1656,Yogyakarta,Bronze,2024-07-15,N
1657,Pelanggan 1657,Denpasar,Silver,2024-07-16,Y
1658,Pelanggan 1658,Palembang,Gold,2024-07-17,Y
1659,Pelanggan 1659,Balikpapan,Platinum,2024-07-18,Y
1660,Pelanggan 1660,Jakarta,Bronze,2024-07-19,N
1661,Pelanggan 1661,Bandung,Silver,2024-07-20,Y
1662,Pelanggan 1662,Surabaya,Gold,2024-07-21,Y
1663,Pelanggan 1663,Medan,Platinum,2024-07-22,Y
1664,Pelanggan 1664,Makassar,Bronze,2024-07-23,N
1665,Pelanggan 1665,Semarang,Silver,2024-07-24,Y
1666,Pelanggan 1666,Yogyakarta,Gold,2024-07-25,Y
1667,Pelanggan 1667,Denpasar,Platinum,2024-07-26,Y
1668,Pelanggan 1668,Palembang,Bronze,2024-07-27,N
1669,Pelanggan 1669,Balikpapan,Silver,2024-07-28,Y
1670,Pelanggan 1670,Jakarta,Gold,2024-07-29,Y
1671,Pelanggan 1671,Bandung,Platinum,2024-07-30,Y
1672,Pelanggan 1672,Surabaya,Bronze,2024-07-31,N
1673,Pelanggan 1673,Medan,Silver,2024-08-01,Y
1674,Pelanggan 1674,Makassar,Gold,2024-08-02,Y
1675,Pelanggan 1675,Semarang,Platinum,2024-08-03,Y
1676,Pelanggan 1676,Yogyakarta,Bronze,2024-08-04,N
1677,Pelanggan 1677,Denpasar,Silver,2024-08-05,Y
1678,Pelanggan 1678,Palembang,Gold,2024-08-06,Y
1679,Pelanggan 1679,Balikpapan,Platinum,2024-08-07,Y
1680,Pelanggan 1680,Jakarta,Bronze,2024-08-08,N
1681,Pelanggan 1681,Bandung,Silver,2024-08-09,Y
1682,Pelanggan 1682,Surabaya,Gold,2024-08-10,Y
1683,Pelanggan 1683,Medan,Platinum,2024-08-11,Y
1684,Pelanggan 1684,Makassar,Bronze,2024-08-12,N
1685,Pelanggan 1685,Semarang,Silver,2024-08-13,Y
1686,Pelanggan 1686,Yogyakarta,Gold,2024-08-14,Y
1687,Pelanggan 1687,Denpasar,Platinum,2024-08-15,Y
1688,Pelanggan 1688,Palembang,Bronze,2024-08-16,N
1689,Pelanggan 1689,Balikpapan,Silver,2024-08-17,Y
1690,Pelanggan 1690,Jakarta,Gold,2024-08-18,Y
1691,Pelanggan 1691,Bandung,Platinum,2024-08-19,Y
1692,Pelanggan 1692,Surabaya,Bronze,2024-08-20,N
1693,Pelanggan 1693,Medan,Silver,2024-08-21,Y
1694,Pelanggan 1694,Makassar,Gold,2024-08-22,Y
1695,Pelanggan 1695,Semarang,Platinum,2024-08-23,Y
1696,Pelanggan 1696,Yogyakarta,Bronze,2024-08-24,N
1697,Pelanggan 1697,Denpasar,Silver,2024-08-25,Y
1698,Pelanggan 1698,Palembang,Gold,2024-08-26,Y
1699,Pelanggan 1699,Balikpapan,Platinum,2024-08-27,Y
1700,Pelanggan 1700,Jakarta,Bronze,2024-08-28,N
1701,Pelanggan 1701,Bandung,Silver,2024-08-29,Y
1702,Pelanggan 1702,Surabaya,Gold,2024-08-30,Y
1703,Pelanggan 1703,Medan,Platinum,2024-08-31,Y
1704,Pelanggan 1704,Makassar,Bronze,2024-09-01,N
1705,Pelanggan 1705,Semarang,Silver,2024-09-02,Y
1706,Pelanggan 1706,Yogyakarta,Gold,2024-09-03,Y
1707,Pelanggan 1707,Denpasar,Platinum,2024-09-04,Y
1708,Pelanggan 1708,Palembang,Bronze,2024-09-05,N
1709,Pelanggan 1709,Balikpapan,Silver,2024-09-06,Y
1710,Pelanggan 1710,Jakarta,Gold,2024-09-07,Y
1711,Pelanggan 1711,Bandung,Platinum,2024-09-08,Y
1712,Pelanggan 1712,Surabaya,Bronze,2024-09-09,N
1713,Pelanggan 1713,Medan,Silver,2024-09-10,Y
1714,Pelanggan 1714,Makassar,Gold,2024-09-11,Y
1715,Pelanggan 1715,Semarang,Platinum,2024-09-12,Y
1716,Pelanggan 1716,Yogyakarta,Bronze,2024-09-13,N
1717,Pelanggan 1717,Denpasar,Silver,2024-09-14,Y
1718,Pelanggan 1718,Palembang,Gold,2024-09-15,Y
1719,Pelanggan 1719,Balikpapan,Platinum,2024-09-16,Y
1720,Pelanggan 1720,Jakarta,Bronze,2024-09-17,N
1721,Pelanggan 1721,Bandung,Silver,2024-09-18,Y
1722,Pelanggan 1722,Surabaya,Gold,2024-09-19,Y
1723,Pelanggan 1723,Medan,Platinum,2024-09-20,Y
1724,Pelanggan 1724,Makassar,Bronze,2024-09-21,N
